16-Sep-2012 14:24:01
5151	3295	2
5153	44984	1
5154	28626	1
5157	35803	1
516	40639	1
5164	44702	1
517	17614	3
5173	36682	2
518	14172	1
519	44985	2
5199	17892	2
52	6402	48
520	40263	3
5200	31337	3
52000	42186	1
5201	20134	1
52099	43201	2
523	16489	1
5249	19506	1
5255	6881	1
526	10241	1
528	46048	2
52848	43772	1
529	6403	11
5295981	43773	1
5297349	43774	1
53	10967	28
530	18108	3
5300	44642	1
53000	36595	3
5301	31493	1
5302	6404	2
532	39787	1
533000	41283	1
5336	18109	3
534	5663	6
5344	17615	1
5346	35165	1
535	25940	5
5350	25453	1
536	45755	2
537	23561	1
53703	11172	3
538	45543	2
5380	9696	1
539	35933	3
54	11436	35
540	17893	11
5400	28606	1
54000	28607	5
540000	43443	1
5401	18370	1
5406	44986	1
541	36464	3
5418	17420	1
544	36683	2
545	44987	2
5454	11659	3
546	18726	6
5461	38823	2
547	36684	3
5475	39023	1
548	20930	6
5483	38618	1
5487	26899	1
549	17616	1
55	3150	56
550	12883	14
5500	5664	9
55000	20931	6
5520	44988	2
553	30564	4
553000	34917	1
5549	11220	1
555	36685	2
5554	18371	1
5555	36686	2
5559	45788	1
5565	26333	8
557	20435	1
5582	39788	1
5584	44989	1
559	15827	4
559315	25978	1
56	4331	21
560	43148	2
5600	27470	3
56000	5283	6
5601	36687	3
561	6882	2
562	12893	3
5631	3151	1
564	31609	1
5644	43347	1
565	44990	6
5651	44991	2
5665	44992	1
5666	44993	1
567	29741	3
5679	33405	1
568	34327	1
57	21236	23
570	42005	1
5700	12384	3
57000	34256	4
5701	14308	13
5704	38546	1
5708	5665	1
571	36688	2
5720	39789	1
5724	9309	2
573	6405	8
5735	7234	2
574	19507	1
5747	44994	1
575	9441	7
57598	21105	1
576	17894	8
5762	45789	1
577	42528	3
5777	34203	1
578	16540	2
5782	17617	1
58	3683	44
580	24254	6
5800	35572	3
58000	16541	3
5807	36689	3
5809	44995	2
581	7428	10
582	18110	5
583	17895	1
585	7021	7
586	17896	7
5861	44996	1
587	17897	4
58736	17783	3
588	36690	1
59	2323	39
590	25135	3
5900	29690	1
59000	10907	3
593	45790	1
5932	38515	1
5933	42048	1
5935	44997	1
5936	44998	1
594	44999	1
595	29792	2
5959	28627	1
597	17898	6
5972	36691	3
59736	18193	1
598	45000	1
5981	17899	2
5988	37210	1
599	9548	4
6	549	502
60	4	273
600	3152	61
6000	3296	29
60000	12966	12
600000	1713	10
60025	5284	12
6004	42733	1
6006	45001	1
601	6406	2
6016	36692	2
602	7346	3
6020	31579	3
6028	31350	1
6029	36693	3
603	39560	3
6058	19838	1
6060	45002	1
6066	17900	1
607	14190	5
6079	37025	1
608	34294	2
61	3789	15
6100	35804	2
61000	43444	1
6103	43163	1
612	3297	7
613	45471	1
6140	18727	4
6146	39011	1
616	1338	3
617	43562	2
6177	11323	1
6180	4549	4
6199	37160	1
62	990	45
620	5666	5
6200	5667	13
621	45791	1
6214	32219	1
6218	32613	2
623	17618	1
6230	31939	4
6239	39790	1
624	3298	3
625	31494	1
626	14366	7
6262	29079	1
6269	17329	1
629	17901	2
6290	39561	3
63	2930	30
630	7429	2
6300	33919	2
630000	15621	1
631	25705	2
632	31188	1
633	36694	24
6338	3299	1
635	5285	25
635000	39458	1
636	29691	4
6362	8128	1
63799	43775	1
639	36695	4
6390	4550	1
6394	36696	3
6397	40277	7
64	5668	23
640	24937	2
64000	13553	1
640000	30185	2
6401	36697	1
6404	45003	1
64111	30393	1
6417	32769	3
642	6407	6
6421	15399	1
6422	17902	2
6428	38599	4
642975	27353	1
643	45004	1
6431	32220	1
6435	45898	1
6446	37000	1
6448	36393	2
645	17619	1
6453	2681	14
646	5669	13
646000	43431	2
6466	43051	3
6468	15432	1
6469	29793	1
647	4711	2
6484	22102	2
649	2682	24
65	3153	85
650	11046	21
6500	43670	1
65000	23452	3
650000	26230	3
6503	17903	1
651	3300	7
6529	45005	3
6532	38547	1
6536	14101	7
654	36698	2
6550	5286	12
655000	26368	3
656	33211	1
6579	41402	2
6581	35139	1
659	45006	1
659064	44364	1
66	2931	42
660	24084	4
6600	37827	3
66041	43776	1
662	11392	13
6625	17904	2
665	30628	2
666	17576	2
6660	42043	1
667	30943	6
6677	32221	1
6680	5670	1
669	31793	2
6690	5671	1
67	5	30
670	25727	1
67000	23434	3
672	35713	1
6723	35356	1
673	24255	3
6731	43394	1
6737	33406	1
674	45885	1
6745	32841	1
6753	17905	2
677	6408	2
6776	45007	1
678	12543	2
6780	17801	2
6789	35082	1
68	4332	41
680	40734	1
6800	39791	1
68000	27448	2
6806	36699	2
681	28542	1
6824	30565	4
683	15153	3
6832	31351	1
68409	43777	1
685	36700	2
685000	43432	2
6851	36465	1
686	36701	3
6866	25439	1
6868	32222	1
687	36702	2
688	30937	3
6898	45008	1
69	6	33
6900	35805	1
692	23200	1
694	35806	1
695	1714	2
